Timestamp;"Coopeguanacaste.Casa_Chameleon
Voltage A-B Mean
(V)";"Coopeguanacaste.Casa_Chameleon
Voltage B-C Mean
(V)";"Coopeguanacaste.Casa_Chameleon
Voltage C-A Mean
(V)";"Coopeguanacaste.CCSS_Hojancha
Voltage A-B Mean
(V)";"Coopeguanacaste.CCSS_Hojancha
Voltage B-C Mean
(V)";"Coopeguanacaste.CCSS_Hojancha
Voltage C-A Mean
(V)";"Coopeguanacaste.Coopecompro_El_Coco
Voltage A-B Mean
(V)";"Coopeguanacaste.Coopecompro_El_Coco
Voltage B-C Mean
(V)";"Coopeguanacaste.Coopecompro_El_Coco
Voltage C-A Mean
(V)";"Coopeguanacaste.Hotel_Westin
Voltage A-B Mean
(V)";"Coopeguanacaste.Hotel_Westin
Voltage B-C Mean
(V)";"Coopeguanacaste.Hotel_Westin
Voltage C-A Mean
(V)";"Coopeguanacaste.JUANILAMA_PRINCIPAL
Voltage A-B Mean
(V)";"Coopeguanacaste.JUANILAMA_PRINCIPAL
Voltage B-C Mean
(V)";"Coopeguanacaste.JUANILAMA_PRINCIPAL
Voltage C-A Mean
(V)";"Coopeguanacaste.KFC_NICOYA
Voltage A-B Mean
(V)";"Coopeguanacaste.KFC_NICOYA
Voltage B-C Mean
(V)";"Coopeguanacaste.KFC_NICOYA
Voltage C-A Mean
(V)";"Coopeguanacaste.Melonera_del_Monte
Voltage A-B Mean
(V)";"Coopeguanacaste.Melonera_del_Monte
Voltage B-C Mean
(V)";"Coopeguanacaste.Melonera_del_Monte
Voltage C-A Mean
(V)";"Coopeguanacaste.Occidental_Tamarindo
Voltage A-B Mean
(V)";"Coopeguanacaste.Occidental_Tamarindo
Voltage B-C Mean
(V)";"Coopeguanacaste.Occidental_Tamarindo
Voltage C-A Mean
(V)";"Coopeguanacaste.Torre_Hospital_Anexion
Voltage A-B Mean
(V)";"Coopeguanacaste.Torre_Hospital_Anexion
Voltage B-C Mean
(V)";"Coopeguanacaste.Torre_Hospital_Anexion
Voltage C-A Mean
(V)"
10/2/2020 23:00:00;25677,19141;25507,42969;25673,90039;25296,84375;25300,80273;25442,48242;24963,24219;25193,42578;25361,44727;25739,02539;25682,35352;25708,11719;26180,36719;26214,92383;26204,03516;25869,01367;25896,52539;26024,87109;;;;25688,39648;25157,92188;25549,14648;25877,67578;25487,27148;25735,52148
10/2/2020 23:15:00;25733,22656;25551,99805;25699,09766;25370,04688;25372,1582;25512,42578;25050,83203;25278,58594;25440,74414;25810,30664;25749,18945;25761,67188;26182,20898;26220,50391;26222,91406;25939,32813;25961,14844;26084,61523;;;;25738,5918;25134,99805;25542,35156;25941,51367;25559,55273;25812,33789
10/2/2020 23:30:00;25729,98828;25566,10156;25730,95313;25410,83398;25391,26758;25535,22656;25071,75195;25293,26367;25480,42969;25815,04883;25774,58008;25788,77539;26153,99414;26216,69727;26221,72266;25960,76953;25939,43945;26070,72656;;;;25578,9375;25094,87305;25471,81055;26007,48242;25609,22656;25883,76953
10/2/2020 23:45:00;25716,16797;25568,67969;25744,21484;25417,45508;25397,32617;25542,16406;25056,28906;25260,86914;25457,92578;25808,55859;25781,85742;25794,89063;26151,42188;26183,64648;26183,98047;25986,41797;25938,52734;26060,82422;;;;25588,01367;25132,00391;25490,45508;26067,14258;25685,65039;25913,85352
11/2/2020 00:00:00;25731,68945;25574,18164;25747,07031;25465,32813;25451,9082;25581,12695;25065,31641;25268,61719;25465,37695;25821,2207;25801,75977;25809,90039;26141,64844;26183,5332;26179,20898;26013,45313;25965,12891;26110,70898;;;;25599,02539;25246,7207;25559,78711;26053,78125;25719,1582;25876,95508
11/2/2020 00:15:00;25732,7207;25580,3457;25750,05859;25457,91602;25475,33984;25545,14453;25077,78516;25289,70898;25483,51172;25811,42578;25800,53125;25799,20508;26138,92578;26173,79492;26168,80273;25831,1543;25851,22656;25934,66797;;;;25648,10938;25274,44922;25549,19922;26094,87695;25735,48633;25896,2207
11/2/2020 00:30:00;25758,83984;25601,68164;25778,58398;25489,11133;25505,94727;25586,49023;25102,16211;25306,73242;25507,18945;25835,54492;25808,67188;25812,60742;26152,52539;26184,3125;26176,06445;25839,90039;25872,02148;25943,43359;;;;25709,92188;25318,70898;25619,5332;26054,35547;25711,96094;25903,26367
11/2/2020 00:45:00;25766,95508;25614,0918;25789,06445;25534,76758;25549,80078;25625,76953;25133,08398;25314,38672;25528,0957;25829,61328;25814,91602;25824,13086;26154,85352;26194,20313;26183,11523;25883,69141;25898,03516;25974,64844;;;;25568,32227;25218,61523;25466,625;25803,42969;25543,33203;25781,15625
11/2/2020 01:00:00;25743,10742;25603,61523;25785,44727;25446,34961;25455,80469;25549,52148;25102,66602;25290,01758;25504,96875;25822,93555;25854,66406;25832,42188;26142,78711;26178,85156;26175,76367;25819,86719;25844,17969;25925,08203;;;;25565,625;25165,11914;25413,05273;25701,97852;25421,74805;25669,95703
11/2/2020 01:15:00;25758,0918;25598,11328;25813,45313;25466,71094;25495,20313;25580,31641;25115,48633;25319,5;25543,19336;25761,14453;25890,21484;25799,83203;26156,32031;26192,58984;26194,81641;25803,82813;25817,0957;25900,17578;;;;25574,28906;25174,3418;25421,89648;25698,13867;25413,46484;25646,90039
11/2/2020 01:30:00;25758,48047;25604,9082;25802,67578;25433,39063;25480,75391;25556,24609;25140,66016;25334,39844;25550,28906;25722,18945;25853,32617;25797,20703;26144,07422;26182,53906;26178,51172;25811,54297;25820,6543;25900,74023;;;;25608,19727;25214,13867;25468,14844;25706,23242;25428,66211;25652,81055
11/2/2020 01:45:00;25768,04688;25611,76367;25821,84375;25449,28711;25493,60156;25569,1582;25146,89258;25325,4082;25570,0625;25719,73828;25829,71875;25786,24023;26141,77344;26184,1543;26180,9375;25810,21094;25821,25391;25902,32813;;;;25639,58594;25258,40039;25524,90625;25736,18164;25464,86914;25698,28125
11/2/2020 02:00:00;25775,42383;25627,93945;25836,08398;25488,30859;25513,89648;25604,42969;25179,70508;25356,5332;25595,77344;25715,7793;25800,14648;25744,20313;26145,21484;26195,46875;26194,85156;25834,0293;25854,76758;25945,3457;;;;25681,51172;25317,2793;25607,9375;25806,375;25520,34961;25792,12891
11/2/2020 02:15:00;25784,1875;25632,00586;25850,63086;25495,53125;25521,85938;25607,625;25174,33594;25362,54297;25613,20703;25741,43945;25815,67188;25775,04492;26143,19141;26187,45117;26191,39258;25870,1543;25885,99805;25968,8457;;;;25714,09766;25342,28516;25605,40039;25827,96484;25549,43359;25804,69727
11/2/2020 02:30:00;25783,3457;25632,91797;25853,7207;25537,19141;25557,23633;25638,49609;25186,77539;25370,16211;25615,69922;25747,79297;25823,72461;25784,86523;26151,85352;26200,28711;26208,03711;25891,53125;25907,28711;25974,38867;;;;25729,88867;25376,44141;25598,87695;25780,43945;25500,83203;25748,70508
11/2/2020 02:45:00;25804,85352;25644,80469;25853,70313;25516,92188;25558,32813;25622,81641;25192,9043;25368,71875;25608,92383;25767,61914;25846,02148;25797,00195;26155,08594;26195,78906;26202,40039;25917,79688;25925,12305;25988,41406;;;;25732,56641;25350,50977;25534,67578;25794,94727;25513,81836;25725,72852
11/2/2020 03:00:00;25817,4375;25669,64063;25872,46094;25536,95508;25565,88477;25618,97266;25228,81641;25398,18164;25646,10156;25789,98047;25876,58398;25822,67188;26162,28711;26203,71875;26207,78125;25924,15039;25941,05078;26008,73828;;;;25795,61523;25375,18359;25642,11133;25838,06445;25568,52539;25800,19531
11/2/2020 03:15:00;25812,58398;25669,20313;25875,38281;25535,13281;25592,41797;25582,93555;25227,35938;25408,25781;25663,25391;25788,90039;25895,08594;25827,14453;26162,41406;26205,96094;26206,63281;25939,30078;25938,76758;25994,22656;;;;25798,5332;25376,98633;25558,29102;25886,95117;25646,21484;25848,25586
11/2/2020 03:30:00;25804,62305;25657,03125;25861,23047;25508,53711;25583,16797;25557,63867;25219,77539;25411,10938;25663,88477;25768,96875;25873,1543;25816,62695;26151,91602;26201,21484;26195,81836;25925,0332;25934,73633;25995,28711;;;;25797,28711;25347,41797;25554,9375;25878,4668;25617,46484;25835,17969
11/2/2020 03:45:00;25806,52734;25652,50391;25844,9668;25496,52734;25575,5625;25546,20508;25194,39648;25384,15625;25626,52539;25763,9082;25861,26367;25796,81836;26149,0957;26197,57617;26192,39258;25911,89844;25920,45117;25977,42578;;;;25777,06445;25366,70703;25523,35742;25801,85547;25545,32031;25753,69141
11/2/2020 04:00:00;25767,85156;25626,375;25809,88086;25446,58398;25539,86133;25498,20508;25199,1875;25376,625;25616,27539;25738,01172;25839,83398;25771,93945;26122,77539;26175,82031;26161,13477;25861,38281;25872,06055;25924,16602;;;;25753,59375;25371,36914;25536,14844;25740,96875;25498,24219;25704,50195
11/2/2020 04:15:00;25757,5918;25617,92383;25799,40625;25371,76758;25486,17773;25453,05859;25181,28711;25362,59766;25591,76758;25720,48828;25814,90039;25727,96289;26113,44727;26167,01953;26150,59375;25859,60938;25851,0293;25923,66797;;;;25756,56445;25330,64258;25517,86914;25752,34375;25482,68945;25720,28125
11/2/2020 04:30:00;25760,80273;25603,94727;25793,84375;25322,07617;25443,44922;25427,98242;25176,12891;25370,8457;25592,29297;25722,66797;25805,33203;25719,3418;26106,41016;26155,35547;26133,82031;25816,06641;25808,05859;25898,16211;;;;25697,44727;25335,34961;25512,45117;25771,73828;25540,76367;25770,73047
11/2/2020 04:45:00;25725,56836;25590,77539;25769,3418;25281,29688;25390,98828;25389,90039;25154,67383;25345,87305;25564,55078;25694,01367;25786,34375;25693,9668;26097,20898;26143,61914;26134,5625;25787,2793;25805,51563;25863,58594;;;;25701,73242;25322,68359;25493,89844;25773,08398;25534,61328;25766,8457
11/2/2020 05:00:00;25730,44922;25588,73633;25779,32031;25256,73828;25397,02734;25382,96094;25147,57813;25336,23047;25573,55078;25699,54297;25787,80078;25717,12305;26094,50977;26145,91797;26139,73828;25757,71289;25791,78516;25845,38281;;;;25700,81836;25277,6543;25495,76758;25750,22656;25497,40625;25765,03711
11/2/2020 05:15:00;25738,97461;25581,60156;25799,44922;25201,13281;25378,91016;25320,27148;25163,03516;25366,15039;25605,83789;25716,71289;25793,50977;25741,81055;26105,48633;26156,17969;26147,13477;25743,79297;25774,90625;25841,55469;;;;25660,82031;25280,07422;25486,92969;25743,54297;25511,71484;25775,76172
11/2/2020 05:30:00;25742,33789;25593,25977;25809,89258;25182,97461;25336,79297;25326,15625;25184,88672;25364,13281;25617,01953;25707,87695;25791,13477;25735,73047;26113,97266;26154,81641;26154,27148;25736,82813;25734,32617;25848,50391;;;;25697,74219;25305,42969;25523,6543;25702,26172;25460,92188;25737,83203
11/2/2020 05:45:00;25774,93945;25623,20703;25829,40625;25201,21289;25402,55078;25363,13867;25229,65039;25406,64844;25644,46289;25747,06836;25817,83594;25751,90234;26118,64258;26166,3457;26156,57617;25772,28906;25792,35352;25887,01758;;;;25686,89844;25291,26953;25533,85938;25698,44727;25428,06055;25730,6582
11/2/2020 06:00:00;25795,04883;25629,26367;25854,73828;25245,75977;25419,69922;25418,625;25207,8418;25412,22266;25630,07617;25767,44141;25821,94141;25763,25781;26122,31055;26165,87695;26172,70313;25812,18164;25836,52734;25923,74609;;;;25682,83203;25331,98242;25543,95117;25766,20508;25467,84961;25782,70703
11/2/2020 06:15:00;25762,57617;25585,7793;25819,01172;25043,68164;25288,71484;25242,50195;25111,05859;25329,54688;25545,45508;25732,50195;25787,08594;25714,47266;26098,15625;26127,82617;26141,21094;25773,45313;25772,27344;25860,13477;;;;25532,68359;25175,87305;25322,38086;25562,21484;25272,56055;25561,78711
11/2/2020 06:30:00;25720,31641;25557,45508;25779,44727;24915,10352;25212,88867;25162,62305;25053,96289;25295,94922;25517,86523;25679,5293;25742,19531;25676,4082;26115,75195;26146,43555;26170,18945;25677,4043;25706,33789;25781,01172;;;;25419,11914;25049,49023;25315,57617;25515,38672;25222,45313;25480,11914
11/2/2020 06:45:00;25736,14844;25572,09375;25768,93359;24941,08203;25210,34961;25180,07617;25042,57031;25268,01563;25473,08398;25667,81836;25734,61328;25650,82422;26074,78516;26132,09766;26107,25391;25700,98047;25737,08984;25756,81055;;;;25475,32422;25035,71289;25238,75586;25513,18164;25219,2793;25440,48828
11/2/2020 07:00:00;25694,70313;25548,74219;25750,25195;24932,95508;25140,88477;25141,96484;25033,21484;25236,5957;25484,08398;25637,47852;25699,70508;25632,24414;26103,42969;26182,90234;26141,625;25674,38086;25695,79492;25711,71484;;;;25523,16211;24938,91016;25202,79688;25439,63477;25204,45117;25385,40625
11/2/2020 07:15:00;25608,9707;25470,30664;25641,95313;24955,61523;25134,99414;25230,74414;24928,73828;25155,20898;25397,32617;25543,90625;25602,31836;25536,42383;26106,85352;26177,49414;26154,66406;25495,55078;25564,77734;25559,60156;;;;25578,78125;24902,42578;25366,27148;25394,8125;25221,85938;25341,23242
11/2/2020 07:30:00;25558,24805;25397,32813;25594,66797;25104,38867;25270,91016;25414,82617;24857,52148;25103,9668;25351,10938;25441,45703;25523,71289;25433,84961;26107,59766;26185,97852;26160,16406;25545,24219;25568,01758;25612,18359;;;;25542,70898;24902,86719;25393,02734;25372,79102;25227,18164;25348,08008
11/2/2020 07:45:00;25500,13086;25320,79492;25534,12305;24962,8418;25140,41406;25293,69727;24764,56055;25018,85352;25267,51367;25343,93359;25370,88867;25319,85156;26133,48633;26228,41797;26189,03906;25582,31055;25587,68359;25608,71094;;;;25505,5332;24842,22852;25220,61133;25368,58594;25150,6582;25285,66406
11/2/2020 08:00:00;25435,62305;25256,17773;25471,64648;24854,79492;25086,58594;25191,71094;24684,99023;24952,53516;25179,07422;25452,3457;25265,23633;25389,5918;26145,12305;26255,76953;26214,7207;25557,68359;25572,57813;25602,22461;;;;25521,48047;24769,45508;25200,25781;25393,9668;25220,60938;25393,27344
11/2/2020 08:15:00;25361,01953;25160,06445;25365,81836;25037,75391;25242,10352;25401,86719;24600,35547;24877,10938;25072,21484;25392,01758;25212,94727;25328,20313;26127,98047;26267,60938;26197,42969;25539,29688;25548,06836;25594,34375;;;;25486,73828;24682,35742;25274,25977;25373,7207;25199,21875;25401,14063
11/2/2020 08:30:00;25309,27539;25079,67188;25307,72266;25239,25781;25391,00391;25576,5625;24503,48047;24827,93555;24987,39063;25357,90234;25243,94922;25353,50195;26134,78125;26280,53711;26211,88672;25690,06055;25708,15625;25771,44141;;;;25534,23633;24694,00586;25243,84375;25475,45313;25287,55469;25505,88086
11/2/2020 08:45:00;25292,95313;25042,28125;25277,30859;25154,57813;25316,72852;25513,71289;24431,10938;24747,57617;24921,53906;25364,95117;25317,76953;25443,5625;26150,28906;26302,20898;26235,85938;25693,10742;25718,21875;25744,74414;;;;25384,01172;24570,24414;25115,1543;25394,19336;25194,95313;25421,19141
11/2/2020 09:00:00;25249,46094;25033,67969;25251,18945;25141,63281;25291,42969;25495,79102;24389,5332;24693,49805;24901,08594;25319,92188;25273,63867;25401,04297;26177,49414;26332,42383;26256,03711;25681,64844;25714,56445;25745,41797;;;;25306,19531;24544,30859;25095,66211;25356,96094;25165,94922;25408,125
11/2/2020 09:15:00;25219,29492;24958,6582;25196,8457;24996,61133;25203,79297;25365,39063;24295,22852;24645,78906;24836,625;25291,47266;25208,75195;25379,81836;26173,86523;26340,31836;26246,7793;25650,03516;25686,24219;25703,19336;;;;25190;24593,83203;25067,03516;25340,11523;25120,16602;25361,88086
11/2/2020 09:30:00;25372,07422;25050,37305;25303,37305;24847,74414;25142,99805;25240,36719;24390,96875;24909,6582;24951,88086;25513,01758;25320,00391;25513,25391;26198,47852;26367,69336;26258,93945;25559,28711;25622,22461;25641,19922;;;;25194,52148;24544,53125;25091,81836;25299,93359;25142,01953;25417,7207
11/2/2020 09:45:00;25510,40039;25146,39648;25406,80078;24843,83398;25185,37305;25255,9375;24498,49414;25103,78711;25051,83398;25648,54492;25393,37305;25622,17188;26250,07031;26425,3457;26302,62305;25550,03906;25638,4375;25617,50195;;;;25294,44727;24629,60352;25128,70313;25385,00391;25223,17188;25461,89648
11/2/2020 10:00:00;25466,74219;25104,95703;25365,60352;24901,125;25236,94922;25309,24023;24432,89063;25051,28125;25028,1582;25602,3125;25315,17188;25555,59961;26231,05078;26415,48242;26296,04688;25559,73633;25632,77734;25631,71094;;;;25221,04297;24591,83203;25129,95703;25271,94531;25132,64063;25402,82227
11/2/2020 10:15:00;25410,3457;25055,83594;25300,99805;24821,33203;25160,23633;25278,32422;24384,79492;24986,82813;24980,16016;25526,13477;25260,43945;25493,58398;26224,96289;26415,72852;26285,4043;25455,57813;25588,50977;25587,44922;;;;25125,72266;24393,2207;25036,60352;25232,09961;25086,96289;25336,91406
11/2/2020 10:30:00;25410,09375;25010,69922;25308,9043;24737,18164;25124,51563;25250,02734;24342,89063;24979,57031;24990,6543;25503,64063;25202,80859;25488,36914;26240,74023;26417,47461;26294,64063;25489,60352;25668,95117;25628,86523;;;;25179,03516;24475,21289;25079,33594;25484,85156;25235,71875;25587,69141
11/2/2020 10:45:00;25339,91602;25019,33789;25292,78906;24706,76172;25098,93945;25239,39063;24352,31641;24793,64648;24990,23828;25443,2207;25203,42188;25471,45508;26231,46484;26426,54492;26305,05078;25519,58008;25693,46484;25673,72852;;;;25182,07422;24419,97852;25079,00195;25467,14453;25213,84375;25577,03125
11/2/2020 11:00:00;25305,22461;24998,99023;25260,65625;24676,81641;25046,13281;25179,73242;24340,30859;24767,16406;24975,14844;25397,54297;25172,23047;25428,58984;26228,94141;26421,95117;26310,03906;25494,35547;25668,9082;25648,79297;;;;25196,28516;24345,77344;25077,86719;25445,92969;25175,75391;25587,33984
11/2/2020 11:15:00;25282,32813;24993,48828;25239,06055;24696,64648;25070,06641;25222,96484;24333,30469;24726,01172;24906,48242;25491,95117;25315,83984;25424,04883;26223,22852;26417,09961;26301,34961;25499,40039;25681,77539;25659,89648;;;;25177,00195;24422,5332;25058,52734;25437,88867;25170,01172;25563,18359
11/2/2020 11:30:00;25278,5957;24961,58594;25232,86523;24711,57617;25042,39648;25217,82031;24274,10742;24722,44922;24874,72656;25517,8418;25345,24414;25442,99805;26223,16211;26412,28125;26291,58398;25454,10742;25654,04688;25627,43359;;;;25115,74805;24373,93555;25112,83789;25412,10156;25138,80273;25536,67773
11/2/2020 11:45:00;25258,96094;24938,55078;25232,66602;24729,58398;25089,96875;25274,82617;24253,42578;24683,03711;24871,10352;25517,32422;25356,48633;25443,72266;26226,57031;26406,04883;26282,88867;25452,97852;25643,31836;25619,98828;;;;25126,96094;24563,13281;25246,0957;25419,86133;25139,18164;25546,91992
11/2/2020 12:00:00;25280,91602;24953,89063;25248,50977;24726,20508;25119,38672;25291,95117;24280,08008;24724,72656;24887,12891;25554,35156;25375,18945;25491,22656;26237,59766;26419,32422;26289,05078;25458,30664;25645,25391;25647,50586;;;;25087,28711;24434,45313;25166,78711;25449,91602;25108,89258;25560,61914
11/2/2020 12:15:00;25339,85547;25000,21094;25276,84961;24784,04492;25211,70508;25357,41406;24337,31836;24776,77539;24910,68164;25618,83594;25422,5332;25544,06836;26327,87109;26489,55078;26377,39063;25501,73633;25680,70898;25673,4375;;;;25169,22461;24553,08594;25232,63086;25536,94727;25208,6543;25641,41406
11/2/2020 12:30:00;25331,72266;25025,65039;25292,88477;24879,45508;25268,78125;25400,91406;24359,64258;24774,9375;24927,06055;25577,98438;25436,82227;25530,11914;26334,08203;26483,13281;26372,76367;25550,1582;25740,27148;25720,93164;;;;25206,29688;24522,74219;25197,1543;25622,11914;25289,72266;25743,91602
11/2/2020 12:45:00;25315,77344;25025,93555;25274,89258;24882,85156;25230,61133;25388,01953;24323,36133;24728,85547;24887,64844;25568,03711;25429,69922;25497,07031;26259,69727;26427,82422;26304,03711;25551,60352;25741,74023;25714,51367;;;;25145,86133;24411,62305;25158,31055;25608,66406;25273,81641;25724,8457
11/2/2020 13:00:00;25306,38672;24993,27148;25258,63867;24827,48438;25177,0957;25335,30469;24298,25781;24732,72852;24880,91406;25546,1543;25398,14648;25467,3457;26289,81836;26447,97266;26334,2207;25502,95117;25696,81836;25673,46484;;;;25055,48633;24285,99805;25073,26758;25570,12305;25190,23242;25652,61328
11/2/2020 13:15:00;25301,6875;24977,46094;25250,5;24754,82031;25076,125;25207,11133;24283,67188;24750,20313;24895,82422;25545,67383;25354,06641;25454,37695;26313,20313;26442,625;26336,87109;25457,29102;25635,37109;25606,29688;;;;25053,38867;24238,33789;25056,4082;25442,89648;25077,36719;25520,875
11/2/2020 13:30:00;25262,58398;24945,50586;25230,42188;24755,79688;25030,6875;25128,37305;24275,74414;24726,51563;24894,94727;25526,45703;25335,99805;25453,39844;26215,67773;26370,66602;26260;25439,11133;25586,0918;25576,5957;;;;24992,46289;24237,53516;24994,97852;25407,82617;25089,83984;25500,83789
11/2/2020 13:45:00;25254,67383;24926,46875;25225,33984;24753,86914;25030,56445;25070,25781;24231,4082;24682,89648;24860,58008;25515,60156;25344,60352;25503,50586;26207,92969;26357,62695;26259,88281;25429,1543;25587,22461;25549,01367;;;;25156,01953;24179,99414;24993,19336;25472,16602;25138,33398;25507,54297
11/2/2020 14:00:00;25236,63477;24928,87109;25219,32813;24746,10938;25027,50586;25037,88477;24227,59766;24686,41797;24869,50391;25517,4082;25339,17773;25502,9707;26189,91602;26329,40039;26229,43945;25511,51563;25666,52148;25637,33203;;;;25119,30469;24085,04297;25010,3125;25424,27734;25072,80078;25486,44141
11/2/2020 14:15:00;25244,05078;24927,34375;25196,15039;24764,42383;25038,97266;25057,67969;24220,93359;24704,25391;24864,30859;25536,21875;25357,1875;25497,71094;26201,90039;26324,74023;26224,52734;25526,68945;25677,68164;25654,68359;;;;25138,49805;24133,91992;25014,45117;25463,24805;25147,01953;25444,79688
11/2/2020 14:30:00;25217,25195;24926,04688;25171,83398;24806,14063;25064,60742;25085,05859;24231,56445;24658,78711;24840,67383;25503,98633;25362,17969;25462,41016;26185,73242;26310,67383;26217,09375;25581,43359;25717,34961;25713,24609;;;;25251,86719;24275,29102;25080,25195;25564,77148;25314,0332;25580,26172
11/2/2020 14:45:00;25231,62891;24950,39648;25195,98242;24755,94727;24994,08203;25032,40234;24252,87305;24652,77734;24844,17969;25514,14648;25355,70703;25453,58008;26175,23242;26290,01172;26211,61133;25565,35352;25703,0625;25695,05273;;;;25283,06836;24332,68164;25115,38477;25591,54688;25361,45117;25603,64648
11/2/2020 15:00:00;25246,77734;25045,42383;25218,93359;24812,06641;25040,58594;25082,94727;24309,66406;24680,07617;24884,59766;25520,47266;25430,85742;25465,17188;26161,13086;26276,3418;26194,3418;25603,75391;25708,76953;25707,0957;;;;25285,64063;24381,24219;25146,65625;25565,80273;25371,23047;25582,22461
11/2/2020 15:15:00;25298,27148;25050,72852;25240,75586;24920,11719;25149,36719;25210,94727;24332,64453;24754,55469;24882,99414;25572,69922;25433,85742;25477,35156;26196,18359;26274,01758;26228,11328;25656,88867;25766,21484;25759,95313;;;;25325,45117;24489,35742;25180,22461;25660,49805;25464,40625;25656,54492
11/2/2020 15:30:00;25303,28906;25051,51563;25262,625;24924,87305;25161,44531;25227,33789;24315,98242;24756,55273;24897,0918;25577,42578;25452,13281;25520,57617;26187,08203;26250,625;26205,18359;25676,22461;25809,56445;25788,76953;;;;25352,26367;24538,7793;25151,4707;25733,98633;25538,36719;25691,9375
11/2/2020 15:45:00;25273,01953;25041,65625;25255,82813;24949,16602;25152,32813;25201,43945;24315,84375;24707,64063;24878,85938;25548,4082;25433,48242;25498,61328;26130,80469;26207,91016;26159,67383;25670,27148;25785,57813;25785,54883;;;;25305,24023;24516,01172;25174,99805;25729,88281;25544,89258;25712,14258
11/2/2020 16:00:00;25285,14063;25019,3457;25270,06641;25009,41992;25171,40234;25194,85156;24309,85742;24727,06836;24872,93359;25564,32617;25451,90625;25531,73828;26111,35547;26166,77344;26123,75977;25710;25806,07031;25809,68359;;;;25381,98242;24607,00977;25279,73047;25789,46094;25607,45703;25761,69922
11/2/2020 16:15:00;25325,11523;25043,62695;25342,69141;25056,58203;25245,22656;25263,4375;24351,03711;24774,17969;24930,78711;25653,5957;25546,49023;25656,62305;26087,0957;26133,09375;26107,78906;25730,95313;25831,15039;25836,80664;;;;25422,41016;24638,38672;25267,86523;25891,08203;25697,93945;25837,53906
11/2/2020 16:30:00;25385,40625;25067,3125;25398,21875;25114,25781;25303,66602;25320,5625;24406,57617;24835,36719;24994,0957;25707,34961;25606,69336;25723,95117;26083,08203;26101,71289;26086,92188;25759,20508;25841,30859;25877,84961;25897,03711;25691,00977;25871,33008;25443,10156;24630,17773;25277,77734;25963,31641;25770,23828;25870,51563
11/2/2020 16:45:00;25437,94141;25109,88477;25430,37695;25166,88281;25364,01563;25367,94922;24468,35547;24908,16602;25041,54297;25758,39844;25666,58398;25779,44141;26059,0918;26070,44141;26066,53711;25851,9668;25913,72656;25928,41797;25849,0332;25691,30469;25846,48828;25338,06055;24575,28125;25137,74414;25981,85938;25747,24023;25813,94141
11/2/2020 17:00:00;25455,68945;25135,73242;25464,01758;25281,99414;25438,08594;25444,98828;24487,72461;24911,01367;25062,77734;25772,39258;25684,16797;25838,51758;26038,35938;26049,5957;26038,11328;25761,60742;25813,52734;25836,32422;25760,05469;25595,97852;25772,25391;25301,6582;24534,23633;25068,47461;25889,52539;25697,91992;25735,09766
11/2/2020 17:15:00;25511,22656;25214,64453;25514,71094;25324,83789;25479,35352;25444,76758;24574,72461;24957,72266;25100,97266;25778,98828;25710,52539;25887,35742;26038,25391;26049,56641;26033,77734;25843,85547;25909,40625;25920,4082;25851,0918;25696,91016;25874,32227;25323,55469;24592,98828;25122,30078;25993,9668;25814,7793;25845,3125
11/2/2020 17:30:00;25564,875;25242,28125;25589,91406;25242,01953;25342,10156;25343,32617;24593,89844;25003,00586;25166,76758;25813,88086;25742,01367;25946,21289;26028,57813;26018,98438;26023;25851,63086;25922,53516;25955,79297;25873,58398;25710,14648;25929,54297;25372,03711;24675,57813;25249,80273;26018,01563;25758,1875;25828,66211
11/2/2020 17:45:00;25606,50391;25287,69922;25622,1875;25269,69141;25392,1543;25397,31641;24610,48633;25024,97852;25185,92383;25833,13086;25764,77344;25973,63086;26024,01172;26011,68945;26001,00391;25868,70508;25916,30273;25934,07031;25911,7207;25720,51758;25914,4707;25279,18359;24786,91016;25049,91797;25949,82031;25654,0918;25698,00586
11/2/2020 18:00:00;25652,43555;25331,69531;25648,34375;25250,70703;25406,09375;25399,96875;24679,89063;25050,65039;25248,79297;25782,46289;25738,12695;25909,89648;26022,06836;26013,45703;26006,01172;25765,9707;25803,93555;25824,64258;25849,54883;25614,94727;25822,72461;25266,66016;24618,85938;24927,35742;25902,2793;25617,80859;25690,25195
11/2/2020 18:15:00;25584,10742;25309,90234;25573,18164;25011,66406;25259,20898;25224,56055;24614,85547;24982,84375;25171,64258;25680,45117;25644,98242;25825,79492;25973,41992;25978,43164;25953,36523;25626,82031;25678,04492;25722,28906;25698,7207;25457,87695;25695,66797;25128,81641;24440,01367;24919,94141;25656,57422;25369,93164;25487,11133
11/2/2020 18:30:00;25563,0332;25294,10156;25579,5332;24874,57617;25173,47852;25099,37695;24598,43359;24956,35938;25167,17773;25630,90625;25594,19141;25807,55469;25970,67188;25972,51367;25941,49023;25502,14844;25590,61914;25634,39844;25512,9082;25306,78516;25526,74609;25107,51758;24421,40039;24856,64063;25512,16016;25217,70313;25345,83594
11/2/2020 18:45:00;25551,27148;25263,81641;25533,48633;24837,58203;25139,4375;25056,86133;24554,30469;24950,36523;25117,20508;25601,72852;25551,72852;25773,04492;25954,10938;25952,14648;25925,07813;25457,45703;25514,48242;25582,01172;25481,68945;25336,90039;25607,12695;25156,37695;24457,87695;24867,3457;25442,73242;25233,20508;25352,48828
